eventid,datetime,extended,country,region,latitude,longitude,specificity,vicinity,crit1,crit2,crit3,success,suicide,attacktype1,targtype1,targsubtype1,nkill,nwound,property,propextent,ishostkid,ransom
197408000000.0,720764,-0.33104235544094723,200,10,0.7586554181274916,-0.196651633647843,-0.3449388300926812,-0.32354468742703196,0.03655751250675475,0.17994525902413608,0.5412254015556202,0.20862328940035132,-0.39810140837361147,-0.34687686432965026,-0.5444686723775309,-0.4024670842629023,-0.3755372237575181,-0.3722302747948664,0.8048299602163218,-1.1023305097477196,-0.18430105789110846,0.4635086928743021
197409000000.0,720794,-0.33104235544094723,200,10,0.7586554181274916,-0.196651633647843,-0.3449388300926812,-0.32354468742703196,0.03655751250675475,0.17994525902413608,0.5412254015556202,0.20862328940035132,-0.39810140837361147,-0.34687686432965026,-0.5444686723775309,-0.4024670842629023,-0.3755372237575181,-0.1184979214397223,0.8048299602163218,-1.1023305097477196,-0.18430105789110846,0.4635086928743021
197410000000.0,720820,-0.33104235544094723,200,10,0.7586554181274916,-0.196651633647843,-0.3449388300926812,-0.32354468742703196,0.03655751250675475,0.17994525902413608,0.5412254015556202,0.20862328940035132,-0.39810140837361147,-0.34687686432965026,-1.5974516436286348,-2.078407684578928,-0.32320891919576,-0.43566336313365245,0.8048299602163218,-1.1023305097477196,-0.18430105789110846,0.4635086928743021
197410000000.0,720821,-0.33104235544094723,200,10,0.7586554181274916,-0.196651633647843,-0.3449388300926812,-0.32354468742703196,0.03655751250675475,0.17994525902413608,0.5412254015556202,0.20862328940035132,-0.39810140837361147,-0.34687686432965026,-1.5974516436286348,-2.078407684578928,-0.3755372237575181,-0.4990964514724385,0.8048299602163218,-1.1023305097477196,-0.18430105789110846,0.4635086928743021
197501000000.0,720908,-0.33104235544094723,200,10,0.7586554181274916,-0.196651633647843,-0.3449388300926812,-0.32354468742703196,0.03655751250675475,0.17994525902413608,0.5412254015556202,0.20862328940035132,-0.39810140837361147,-0.34687686432965026,-0.5444686723775309,-0.4024670842629023,-0.3755372237575181,-0.4990964514724385,0.8048299602163218,-1.1023305097477196,-0.18430105789110846,0.4635086928743021
197501000000.0,720908,-0.33104235544094723,200,10,0.7586554181274916,-0.196651633647843,-0.3449388300926812,-0.32354468742703196,0.03655751250675475,0.17994525902413608,0.5412254015556202,0.20862328940035132,-0.39810140837361147,-0.34687686432965026,-0.5444686723775309,-0.4024670842629023,-0.3755372237575181,-0.4990964514724385,0.8048299602163218,-1.6013040071785675e-15,-0.18430105789110846,0.4635086928743021
197609000000.0,721536,-0.33104235544094723,200,10,0.7586554181274916,-0.196651633647843,-0.3449388300926812,-0.32354468742703196,0.03655751250675475,0.17994525902413608,0.5412254015556202,0.20862328940035132,-0.39810140837361147,0.6629239733546252,-1.5974516436286348,-1.8835308705886926,-0.11389570094872765,1.6576285520462868,0.8048299602163218,-1.1023305097477196,1.7537700666690743,0.4635086928743021
197612000000.0,721601,-0.33104235544094723,200,10,0.7586554181274916,-0.196651633647843,-0.3449388300926812,-0.32354468742703196,0.03655751250675475,0.17994525902413608,0.5412254015556202,-4.793328697262478,-0.39810140837361147,-1.3566777020139256,-0.5444686723775309,-0.4414424470609494,-0.3755372237575181,-0.43566336313365245,0.5842267600363038,-1.6013040071785675e-15,-0.18430105789110846,0.4635086928743021
197706000000.0,721803,-0.33104235544094723,200,10,0.7586554181274916,-0.196651633647843,-0.3449388300926812,-0.32354468742703196,0.03655751250675475,0.17994525902413608,-1.84765902916926,0.20862328940035132,-0.39810140837361147,-1.3566777020139256,-1.070960158003083,-0.8701714378394676,-0.32320891919576,-0.4990964514724385,0.5842267600363038,-1.6013040071785675e-15,-0.18430105789110846,0.4635086928743021
197707000000.0,721819,-0.33104235544094723,200,10,0.7586554181274916,-0.196651633647843,-0.3449388300926812,-0.32354468742703196,0.03655751250675475,0.17994525902413608,-1.84765902916926,0.20862328940035132,-0.39810140837361147,-0.34687686432965026,-1.070960158003083,-1.1429989774257974,0.0,0.0,0.8048299602163218,-1.1023305097477196,-0.18430105789110846,0.4635086928743021
197707000000.0,721825,-0.33104235544094723,200,10,0.7586554181274916,-0.196651633647843,-0.3449388300926812,-0.32354468742703196,0.03655751250675475,0.17994525902413608,0.5412254015556202,0.20862328940035132,-0.39810140837361147,-0.34687686432965026,-1.4219544817534508,-1.4937772426082214,-0.3755372237575181,-0.4990964514724385,0.8048299602163218,-1.6013040071785675e-15,-0.18430105789110846,0.4635086928743021
197810000000.0,722273,-0.33104235544094723,200,10,-1.8553683328373496,-0.8162705055087034,-0.3449388300926812,-0.32354468742703196,0.03655751250675475,0.17994525902413608,0.5412254015556202,0.20862328940035132,-0.39810140837361147,-0.8517772831717879,1.5614972701246768,1.6632271440335948,0.0,0.0,0.8048299602163218,2.50348555527042,-0.18430105789110846,0.4635086928743021
197903000000.0,722425,-0.33104235544094723,200,10,0.7586554181274916,-0.196651633647843,-0.3449388300926812,-0.32354468742703196,0.03655751250675475,0.17994525902413608,0.5412254015556202,0.20862328940035132,-0.39810140837361147,-0.8517772831717879,-1.246457319878267,-1.298900428617986,0.0,0.0,0.8048299602163218,2.50348555527042,-0.18430105789110846,0.4635086928743021
197906000000.0,722515,-0.33104235544094723,200,10,-0.11175715622624414,-0.4681464425185019,-0.3449388300926812,-0.32354468742703196,0.03655751250675475,0.17994525902413608,-1.84765902916926,0.20862328940035132,-0.39810140837361147,-1.3566777020139256,-1.070960158003083,-0.8701714378394676,-0.21855231007224382,-0.4990964514724385,0.5842267600363038,-1.6013040071785675e-15,-0.18430105789110846,0.4635086928743021
197906000000.0,722515,-0.33104235544094723,200,10,0.7586554181274916,-0.196651633647843,-0.3449388300926812,-0.32354468742703196,0.03655751250675475,0.17994525902413608,-1.84765902916926,0.20862328940035132,-0.39810140837361147,-1.3566777020139256,-1.070960158003083,-0.8701714378394676,-0.32320891919576,-0.4990964514724385,0.5842267600363038,-1.6013040071785675e-15,-0.18430105789110846,0.4635086928743021
197906000000.0,722515,-0.33104235544094723,200,10,0.7586554181274916,-0.196651633647843,-0.3449388300926812,-0.32354468742703196,0.03655751250675475,0.17994525902413608,0.5412254015556202,0.20862328940035132,-0.39810140837361147,-1.3566777020139256,-1.4219544817534508,-1.4937772426082214,-0.32320891919576,-0.4990964514724385,0.5842267600363038,-1.6013040071785675e-15,-0.18430105789110846,0.4635086928743021
197906000000.0,722531,-0.33104235544094723,200,10,0.7586554181274916,-0.196651633647843,-0.3449388300926812,-0.32354468742703196,0.03655751250675475,0.17994525902413608,-1.84765902916926,0.20862328940035132,-0.39810140837361147,-0.34687686432965026,-1.070960158003083,-1.1040236146277502,2.450191222577418,0.0,0.8048299602163218,-1.1023305097477196,-0.18430105789110846,0.4635086928743021
197906000000.0,722539,-0.33104235544094723,200,10,-1.250847347257489,-0.9336244774460513,-0.3449388300926812,3.090763158413865,0.03655751250675475,0.17994525902413608,-1.84765902916926,0.20862328940035132,-0.39810140837361147,-1.3566777020139256,-1.070960158003083,-0.8701714378394676,-0.32320891919576,-0.4990964514724385,0.5842267600363038,-1.6013040071785675e-15,-0.18430105789110846,0.4635086928743021
197906000000.0,722540,-0.33104235544094723,200,10,-1.4215367998896504,-0.800547464918903,-0.3449388300926812,-0.32354468742703196,0.03655751250675475,0.17994525902413608,0.5412254015556202,0.20862328940035132,-0.39810140837361147,-1.3566777020139256,-1.070960158003083,-1.1429989774257974,-0.32320891919576,-0.4990964514724385,0.5842267600363038,-1.6013040071785675e-15,-0.18430105789110846,0.4635086928743021
197906000000.0,722541,-0.33104235544094723,200,10,0.0,0.0,4.280482529136696,-0.32354468742703196,0.03655751250675475,0.17994525902413608,-1.84765902916926,0.20862328940035132,-0.39810140837361147,-0.8517772831717879,-1.070960158003083,-0.8311960750414206,0.0,1.4038961986911425,0.8048299602163218,-1.1023305097477196,-0.18430105789110846,0.4635086928743021
197907000000.0,722555,-0.33104235544094723,200,10,0.7586554181274916,-0.196651633647843,-0.3449388300926812,-0.32354468742703196,0.03655751250675475,0.17994525902413608,0.5412254015556202,-4.793328697262478,-0.39810140837361147,-0.34687686432965026,-1.4219544817534508,-1.6107033310023628,-0.27088061463400187,-0.43566336313365245,0.5842267600363038,-1.6013040071785675e-15,-0.18430105789110846,0.4635086928743021
197907000000.0,722555,-0.33104235544094723,200,10,-1.4215367998896504,-0.800547464918903,-0.3449388300926812,-0.32354468742703196,0.03655751250675475,0.17994525902413608,0.5412254015556202,0.20862328940035132,-0.39810140837361147,-0.34687686432965026,-1.4219544817534508,-1.4158265170121271,0.0,0.0,0.8048299602163218,-1.6013040071785675e-15,-0.18430105789110846,0.4635086928743021
197908000000.0,722578,-0.33104235544094723,200,10,0.7586554181274916,-0.196651633647843,-0.3449388300926812,-0.32354468742703196,0.03655751250675475,0.17994525902413608,0.5412254015556202,0.20862328940035132,-0.39810140837361147,-1.3566777020139256,-1.4219544817534508,-1.6107033310023628,-0.27088061463400187,-0.4990964514724385,0.5842267600363038,-1.6013040071785675e-15,-0.18430105789110846,0.4635086928743021
197908000000.0,722582,-0.33104235544094723,200,10,-0.4456877177388957,-0.4950376082042509,-0.3449388300926812,-0.32354468742703196,-27.35415873317986,0.17994525902413608,0.5412254015556202,0.20862328940035132,-0.39810140837361147,-1.3566777020139256,0.684011460748757,0.8057691624765583,-0.32320891919576,-0.4990964514724385,0.5842267600363038,-1.6013040071785675e-15,-0.18430105789110846,0.4635086928743021
197908000000.0,722589,-0.33104235544094723,200,10,-0.11175715622624414,-0.4681464425185019,-0.3449388300926812,-0.32354468742703196,-27.35415873317986,0.17994525902413608,0.5412254015556202,0.20862328940035132,-0.39810140837361147,-1.3566777020139256,0.684011460748757,0.8057691624765583,-0.32320891919576,-0.4990964514724385,0.5842267600363038,-1.6013040071785675e-15,-0.18430105789110846,0.4635086928743021
197908000000.0,722598,-0.33104235544094723,200,10,0.21222956610692933,-1.155013797349472,-0.3449388300926812,-0.32354468742703196,0.03655751250675475,0.17994525902413608,0.5412254015556202,0.20862328940035132,-0.39810140837361147,-1.3566777020139256,0.8595086226239409,1.1175720648609353,-0.32320891919576,-0.4990964514724385,0.5842267600363038,-1.6013040071785675e-15,-0.18430105789110846,0.4635086928743021
197908000000.0,722606,-0.33104235544094723,200,10,0.21222956610692933,-1.155013797349472,-0.3449388300926812,-0.32354468742703196,0.03655751250675475,0.17994525902413608,0.5412254015556202,0.20862328940035132,-0.39810140837361147,-1.3566777020139256,-1.4219544817534508,-1.4937772426082214,-0.32320891919576,-0.4990964514724385,0.5842267600363038,-1.6013040071785675e-15,-0.18430105789110846,0.4635086928743021
197909000000.0,722606,-0.33104235544094723,200,10,0.7586554181274916,-0.196651633647843,-0.3449388300926812,3.090763158413865,0.03655751250675475,0.17994525902413608,-1.84765902916926,0.20862328940035132,-0.39810140837361147,-1.3566777020139256,-1.070960158003083,-0.8701714378394676,-0.32320891919576,-0.4990964514724385,0.5842267600363038,-1.6013040071785675e-15,-0.18430105789110846,0.4635086928743021
197909000000.0,722607,-0.33104235544094723,200,10,0.21222956610692933,-1.155013797349472,-0.3449388300926812,-0.32354468742703196,0.03655751250675475,0.17994525902413608,0.5412254015556202,0.20862328940035132,-0.39810140837361147,-0.34687686432965026,0.684011460748757,0.6498677112843698,0.0,0.0,0.8048299602163218,-1.6013040071785675e-15,-0.18430105789110846,0.4635086928743021
