crit1,crit2,crit3,vicinity,extended,ishostkid,suicide,propextent,nkill,nwound,success
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,2.0,0.0,0
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,2.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,2.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,1.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,1.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,17.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,5.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,2.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,2.0,0.0,3.0,1
1,1,1,0,0,0.0,0,2.0,36.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,0
1,1,1,0,0,0.0,0,3.0,0.0,0.0,0
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,0
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,1,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,2.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,1.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,2.0,1
1,1,1,0,0,0.0,0,3.0,0.0,10.0,1
1,1,1,0,0,0.0,0,3.0,0.0,1.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,2.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,12.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,2.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,0
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,10.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,2.0,0.0,0.0,1
1,1,1,0,0,0.0,0,2.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,0,0,0,1.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,0
1,1,1,1,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,1.0,12.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
0,1,1,0,0,0.0,0,3.0,0.0,1.0,0
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,1,1.0,0,4.0,0.0,0.0,1
1,1,1,0,1,1.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,1.0,0
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,20.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,3.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,1.0,1.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,1.0,0.0,0
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,0
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,0
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,1,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,2.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,0,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,1.0,0,3.0,4.0,2.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,1.0,7.0,1
1,1,1,0,0,0.0,0,3.0,0.0,1.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,1.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,1.0,0
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,0,0,0,0.0,0,2.0,1.0,4.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,0
1,1,1,0,0,0.0,0,3.0,2.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,2.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,0
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,2.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,0
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,2.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,0,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,0,0,0,0.0,0,3.0,0.0,0.0,1
1,1,0,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,2.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,2.0,1
1,1,1,0,0,0.0,0,3.0,0.0,1.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,0,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,1.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,1.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,0,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,3.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,1.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,0,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,2.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,0
1,1,0,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,1.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,0
1,1,0,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,0,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,0,0,0,0.0,0,3.0,0.0,0.0,1
1,1,0,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,0
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,0
1,1,0,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,0
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,0
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,4.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
1,1,1,0,0,0.0,0,3.0,0.0,0.0,1
